accession	layout	r1_url	r2_url
ERR025496	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025496/ERR025496_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025496/ERR025496_2.fastq.gz
ERR025497	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025497/ERR025497_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025497/ERR025497_2.fastq.gz
ERR025502	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025502/ERR025502_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025502/ERR025502_2.fastq.gz
ERR025503	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025503/ERR025503_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025503/ERR025503_2.fastq.gz
ERR025504	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025504/ERR025504_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025504/ERR025504_2.fastq.gz
ERR025505	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025505/ERR025505_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025505/ERR025505_2.fastq.gz
ERR025511	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025511/ERR025511_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025511/ERR025511_2.fastq.gz
ERR025512	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025512/ERR025512_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025512/ERR025512_2.fastq.gz
ERR025515	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025515/ERR025515_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025515/ERR025515_2.fastq.gz
ERR025518	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025518/ERR025518_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025518/ERR025518_2.fastq.gz
ERR025521	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025521/ERR025521_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025521/ERR025521_2.fastq.gz
ERR025522	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025522/ERR025522_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025522/ERR025522_2.fastq.gz
ERR025531	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025531/ERR025531_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025531/ERR025531_2.fastq.gz
ERR025535	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025535/ERR025535_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025535/ERR025535_2.fastq.gz
ERR025536	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025536/ERR025536_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025536/ERR025536_2.fastq.gz
ERR025538	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025538/ERR025538_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025538/ERR025538_2.fastq.gz
ERR025543	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025543/ERR025543_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025543/ERR025543_2.fastq.gz
ERR025544	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025544/ERR025544_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025544/ERR025544_2.fastq.gz
ERR025549	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025549/ERR025549_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025549/ERR025549_2.fastq.gz
ERR025553	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025553/ERR025553_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025553/ERR025553_2.fastq.gz
ERR025554	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025554/ERR025554_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025554/ERR025554_2.fastq.gz
ERR025558	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025558/ERR025558_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025558/ERR025558_2.fastq.gz
ERR025560	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025560/ERR025560_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025560/ERR025560_2.fastq.gz
ERR025562	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025562/ERR025562_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025562/ERR025562_2.fastq.gz
ERR025563	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025563/ERR025563_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025563/ERR025563_2.fastq.gz
ERR025570	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025570/ERR025570_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025570/ERR025570_2.fastq.gz
ERR025575	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025575/ERR025575_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025575/ERR025575_2.fastq.gz
ERR025582	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025582/ERR025582_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025582/ERR025582_2.fastq.gz
ERR025590	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025590/ERR025590_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025590/ERR025590_2.fastq.gz
ERR025592	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025592/ERR025592_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025592/ERR025592_2.fastq.gz
ERR025596	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025596/ERR025596_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025596/ERR025596_2.fastq.gz
ERR025598	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025598/ERR025598_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025598/ERR025598_2.fastq.gz
ERR025599	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025599/ERR025599_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025599/ERR025599_2.fastq.gz
ERR025602	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025602/ERR025602_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025602/ERR025602_2.fastq.gz
ERR025603	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025603/ERR025603_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025603/ERR025603_2.fastq.gz
ERR025606	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025606/ERR025606_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025606/ERR025606_2.fastq.gz
ERR025607	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025607/ERR025607_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025607/ERR025607_2.fastq.gz
ERR025610	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025610/ERR025610_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025610/ERR025610_2.fastq.gz
ERR025614	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025614/ERR025614_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025614/ERR025614_2.fastq.gz
ERR025615	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025615/ERR025615_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025615/ERR025615_2.fastq.gz
ERR025616	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025616/ERR025616_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025616/ERR025616_2.fastq.gz
ERR025619	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025619/ERR025619_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025619/ERR025619_2.fastq.gz
ERR025627	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025627/ERR025627_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025627/ERR025627_2.fastq.gz
ERR025632	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025632/ERR025632_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025632/ERR025632_2.fastq.gz
ERR025635	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025635/ERR025635_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025635/ERR025635_2.fastq.gz
ERR025637	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025637/ERR025637_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025637/ERR025637_2.fastq.gz
ERR025638	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025638/ERR025638_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025638/ERR025638_2.fastq.gz
ERR025639	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025639/ERR025639_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025639/ERR025639_2.fastq.gz
ERR025640	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025640/ERR025640_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025640/ERR025640_2.fastq.gz
ERR025641	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025641/ERR025641_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025641/ERR025641_2.fastq.gz
ERR025644	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025644/ERR025644_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025644/ERR025644_2.fastq.gz
ERR025646	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025646/ERR025646_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025646/ERR025646_2.fastq.gz
ERR025647	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025647/ERR025647_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025647/ERR025647_2.fastq.gz
ERR025651	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025651/ERR025651_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025651/ERR025651_2.fastq.gz
ERR025652	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025652/ERR025652_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025652/ERR025652_2.fastq.gz
ERR025653	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025653/ERR025653_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025653/ERR025653_2.fastq.gz
ERR025657	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025657/ERR025657_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025657/ERR025657_2.fastq.gz
ERR025658	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025658/ERR025658_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025658/ERR025658_2.fastq.gz
ERR025659	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025659/ERR025659_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025659/ERR025659_2.fastq.gz
ERR025661	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025661/ERR025661_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025661/ERR025661_2.fastq.gz
ERR025663	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025663/ERR025663_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025663/ERR025663_2.fastq.gz
ERR025664	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025664/ERR025664_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025664/ERR025664_2.fastq.gz
ERR025668	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025668/ERR025668_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025668/ERR025668_2.fastq.gz
ERR025675	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025675/ERR025675_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025675/ERR025675_2.fastq.gz
ERR025679	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025679/ERR025679_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025679/ERR025679_2.fastq.gz
ERR025979	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025979/ERR025979_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025979/ERR025979_2.fastq.gz
