sample_id	biosample	blaSHV	blaKPC	blaNDM	blaCTX-M	qnrB	blaOXA-48-like	aac6-Ib-cr
ERR1334722	SAMEA3649896	1	0	0	0	0	0	0
ERR1415486	SAMEA3673129	1	1	0	1	0	0	0
ERR1415638	SAMEA3721016	1	0	0	1	0	1	0
ERR1415759	SAMEA3721140	1	0	1	1	0	1	0
ERR1514849	SAMEA3727615	1	0	0	0	0	0	1
ERR1514911	SAMEA3727677	1	0	0	0	0	0	0
ERR1514919	SAMEA3727685	1	1	0	0	0	0	0
ERR1514993	SAMEA3727601	1	0	0	1	1	0	1
ERR1541309	SAMEA3729689	1	0	0	0	0	0	0
ERR1616623	SAMEA4427590	1	0	0	1	0	0	0
ERR1640704	SAMEA3918654	1	0	0	1	0	0	0
ERR1761478	SAMEA29218168	1	1	0	0	0	0	0
ERR1795082	SAMEA49375168	1	1	0	0	0	0	0
ERR1796052	SAMEA4362709	0	0	0	0	0	0	0
ERR1830485	SAMEA88384918	1	0	0	0	0	1	0
ERR1852874	SAMEA4531990	0	0	0	1	0	0	1
ERR1852995	SAMEA4532111	1	0	1	1	0	0	0
ERR1853021	SAMEA4532137	1	0	1	1	1	0	1
ERR1911071	SAMEA103956491	1	1	0	0	0	0	0
ERR2303411	SAMEA104590251	1	0	0	1	1	0	1
ERR2303502	SAMEA104590342	1	0	0	1	0	0	1
ERR2303570	SAMEA104590410	0	0	0	1	1	0	1
ERR2321486	SAMEA104605900	1	0	0	1	0	0	1
ERR2397525	SAMEA4364604	1	0	0	0	0	0	0
ERR2397526	SAMEA4364605	1	0	0	0	0	0	0
ERR2497255	SAMEA69643918	1	0	0	1	0	0	1
ERR2523078	SAMEA4587831	1	0	0	1	0	1	0
ERR2523285	SAMEA4588042	1	1	0	0	0	0	0
ERR2528625	SAMEA4589471	1	0	0	0	0	0	0
ERR2681447	SAMEA27172918	1	0	0	1	1	0	1
ERR2693332	SAMEA104091971	0	0	0	1	1	0	1
ERR2693390	SAMEA104076896	1	0	0	0	0	0	0
ERR2854247	SAMEA104208366	1	0	0	1	1	0	1
ERR298791	SAMEA1920208	1	0	0	1	0	1	1
ERR3144600	SAMEA104567862	1	0	0	1	1	0	1
ERR3144763	SAMEA4873643	1	0	0	1	1	0	1
ERR314556	SAMEA2054102	1	0	0	0	0	0	0
ERR315105	SAMEA2052925	1	0	0	1	1	0	1
ERR315106	SAMEA1969271	0	0	0	0	0	0	0
ERR3164646	SAMEA104414843	1	1	0	1	1	0	1
ERR3164710	SAMEA104414907	1	1	0	0	0	0	0
ERR3164791	SAMEA104556711	1	0	1	1	1	0	1
ERR319543	SAMEA2053853	0	0	0	1	0	0	1
ERR3371901	SAMEA4602562	1	1	0	0	0	0	0
ERR3371943	SAMEA4602692	1	1	0	0	0	0	0
ERR3371974	SAMEA4602723	1	1	0	0	0	0	0
ERR3372112	SAMEA4602861	1	1	0	0	0	0	0
ERR3372240	SAMEA4602989	1	1	0	0	0	0	0
ERR3381740	SAMEA4603064	1	1	0	0	0	0	0
ERR3416011	SAMEA5753550	1	0	0	0	0	0	0
ERR3416213	SAMEA5753669	1	0	0	0	0	0	0
ERR3424723	SAMEA4680319	1	0	0	0	0	0	0
ERR3424786	SAMEA4680382	1	0	0	1	0	0	0
ERR3437057	SAMEA5776874	1	0	0	1	1	0	0
ERR3437060	SAMEA5776877	1	0	0	0	0	0	0
ERR3449012	SAMEA5751313	1	0	0	0	0	0	0
ERR3449036	SAMEA5751337	1	0	0	1	0	0	0
ERR3449120	SAMEA5751545	1	0	0	0	0	0	0
ERR3449444	SAMEA5751790	1	0	0	0	0	0	0
ERR3479948	SAMEA4781617	1	1	0	0	0	0	0
ERR3480083	SAMEA4781679	1	0	0	0	0	0	0
ERR3480248	SAMEA4781152	0	0	0	0	0	0	0
ERR3480359	SAMEA4781281	1	0	0	0	0	0	0
ERR3480408	SAMEA4781417	1	1	0	1	1	0	1
ERR3480631	SAMEA4781393	1	0	0	0	0	0	0
ERR349777	SAMEA2072928	1	0	0	1	1	0	1
ERR349805	SAMEA2073126	1	0	0	1	1	0	0
ERR3499855	SAMEA4800496	1	0	0	1	0	0	0
ERR3499896	SAMEA4800537	1	0	0	1	0	0	0
ERR3499928	SAMEA4800571	1	0	0	1	0	0	0
ERR3518854	SAMEA5951272	1	1	0	0	0	0	0
ERR3567413	SAMEA5378914	1	0	1	1	0	0	0
ERR3567589	SAMEA5377910	1	1	0	0	1	0	1
ERR3585227	SAMEA5378400	1	1	1	0	0	0	1
ERR3642079	SAMEA4938522	1	0	0	1	1	0	0
ERR3642342	SAMEA4938754	0	1	0	0	0	0	1
ERR3642366	SAMEA4938670	1	1	0	0	1	0	0
ERR3642367	SAMEA4938766	1	1	1	0	0	0	1
ERR3712811	SAMEA6368418	1	0	0	0	0	1	0
ERR3712915	SAMEA6368522	1	0	1	1	0	1	1
ERR3713067	SAMEA6368675	1	0	1	1	0	0	0
ERR3835442	SAMEA6497257	1	0	0	1	0	1	0
ERR3891107	SAMEA6531370	1	0	1	1	0	1	0
ERR3891155	SAMEA6531419	1	0	0	1	0	1	1
ERR3904499	SAMEA5049543	1	0	0	0	0	0	0
ERR3931606	SAMEA6544433	1	0	0	0	0	0	0
ERR3932243	SAMEA5048792	0	0	0	0	0	0	0
ERR3932257	SAMEA5048800	1	0	0	1	1	0	0
ERR4008028	SAMEA6654228	1	0	0	1	0	1	0
ERR4008037	SAMEA6654237	1	0	0	1	0	1	0
ERR4023976	SAMEA5161367	1	1	0	1	1	0	1
ERR4045423	SAMEA5162937	1	0	0	1	0	1	1
ERR4045503	SAMEA5162956	1	1	1	0	0	0	1
ERR4045725	SAMEA5162915	1	0	0	1	0	1	1
ERR4046176	SAMEA5162297	1	0	1	1	0	0	0
ERR4046279	SAMEA5162543	1	1	0	0	1	0	1
ERR4046379	SAMEA5162354	1	1	1	0	0	0	1
ERR4095966	SAMEA5226367	1	0	0	0	0	0	0
ERR4095997	SAMEA5226383	1	0	0	0	0	0	0
ERR4139338	SAMEA5342483	1	0	0	1	1	0	1
ERR4139361	SAMEA5342727	1	1	0	0	1	0	0
ERR4198093	SAMEA6908129	1	0	0	0	0	0	0
ERR4228922	SAMEA5545277	1	0	0	0	0	0	0
ERR4280173	SAMEA6990759	1	0	0	1	1	0	0
ERR4280217	SAMEA6990803	1	0	0	0	1	0	0
ERR4367584	SAMEA7077255	1	0	0	0	0	0	0
ERR4367603	SAMEA7077274	1	0	0	1	1	0	1
ERR4367650	SAMEA7077321	1	0	0	1	0	0	1
ERR4374691	SAMEA5684242	1	0	0	0	0	0	0
ERR4392818	SAMEA7101081	1	0	1	1	1	1	0
ERR4463206	SAMEA7190308	1	0	0	0	0	0	0
ERR4465103	SAMEA7190612	1	0	0	1	1	0	1
ERR4504313	SAMEA5698615	1	0	0	1	1	0	0
ERR4635404	SAMEA5758518	0	0	1	1	1	0	1
ERR474480	SAMEA2273656	1	0	0	0	0	0	0
ERR474543	SAMEA2273742	1	0	0	1	0	0	1
ERR4783001	SAMEA6155856	1	0	0	0	0	0	0
ERR4783014	SAMEA6155862	1	0	0	0	0	0	0
ERR4783270	SAMEA6155802	1	0	0	1	1	0	1
ERR4783347	SAMEA6155834	1	0	0	0	0	0	0
ERR4783508	SAMEA6422766	1	0	0	1	1	0	1
ERR4784329	SAMEA6493057	1	0	0	1	1	1	0
ERR4784767	SAMEA6507255	1	0	0	0	0	0	0
ERR4791482	SAMEA5779815	1	0	0	0	0	0	0
ERR4791519	SAMEA5779737	1	0	0	1	1	0	0
ERR4791531	SAMEA5779839	1	0	0	1	1	0	0
ERR4795517	SAMEA5976576	1	0	0	1	1	0	1
ERR4795578	SAMEA6375629	1	0	1	0	1	0	1
ERR4795668	SAMEA6375396	1	1	0	0	0	0	0
ERR4822782	SAMEA7556444	1	1	0	0	0	0	0
ERR4968636	SAMEA6375405	0	1	0	0	0	0	0
ERR5037506	SAMEA7758561	1	0	0	0	0	1	0
ERR5037641	SAMEA7758696	1	0	0	0	0	1	0
ERR5056276	SAMEA7773572	0	0	0	0	0	0	0
ERR5056417	SAMEA7773713	1	0	0	0	0	0	0
ERR5056568	SAMEA7773864	1	0	0	0	0	0	0
ERR5056673	SAMEA7773969	0	0	0	0	0	0	0
ERR5060378	SAMEA7707323	1	0	1	1	1	1	1
ERR5104081	SAMEA7832435	1	0	0	0	0	0	0
ERR5233931	SAMEA6107646	0	0	0	0	1	0	0
ERR5530328	SAMEA8399344	1	0	0	0	0	0	0
ERR564139	SAMEA2376325	1	1	0	0	0	0	0
ERR564161	SAMEA2376347	1	0	1	0	1	0	0
ERR564165	SAMEA2376351	1	0	0	0	0	0	0
ERR5685251	SAMEA8515090	0	0	1	1	1	0	0
ERR5751975	SAMEA8581549	1	0	0	1	1	0	1
ERR5752183	SAMEA8581341	1	0	0	1	1	0	0
ERR5757360	SAMEA8602828	1	0	0	1	0	0	1
ERR6057982	SAMEA6588586	1	0	0	1	1	0	1
ERR6058063	SAMEA6588699	0	0	0	1	1	0	1
ERR6058125	SAMEA6588641	1	0	0	1	0	0	0
ERR6293488	SAMEA8948727	0	0	0	0	0	0	0
ERR6293948	SAMEA8948782	1	0	0	1	0	0	0
ERR6294007	SAMEA8948274	1	0	0	0	0	0	0
ERR6294184	SAMEA8948567	1	0	0	0	0	0	0
ERR6294202	SAMEA8948588	1	0	0	0	0	0	0
ERR6350209	SAMEA9449428	1	0	0	1	1	0	1
ERR6350762	SAMEA9449440	1	0	0	1	0	0	0
ERR6350824	SAMEA9449501	1	0	0	1	0	0	1
ERR6384945	SAMEA8997890	1	0	0	1	0	0	1
ERR6891100	SAMEA7391622	1	0	0	1	0	1	0
ERR6891207	SAMEA7391616	1	0	1	1	1	0	0
ERR6891220	SAMEA7391971	1	0	0	1	0	1	0
ERR6891225	SAMEA7391598	1	0	1	1	0	1	1
ERR6938494	SAMEA8595327	1	0	0	0	0	0	0
ERR6938526	SAMEA8595339	1	0	1	1	1	0	1
ERR6938877	SAMEA9651762	1	0	0	1	0	0	1
ERR6938903	SAMEA9651774	1	0	1	1	1	0	1
ERR6938918	SAMEA9651780	1	0	1	1	1	0	1
ERR713522	SAMEA3182706	1	0	0	0	0	0	0
ERR7224962	SAMEA7471013	1	0	0	1	0	0	1
ERR7225153	SAMEA7591100	1	0	1	1	0	0	0
ERR7225378	SAMEA7471101	1	0	0	1	1	1	1
ERR7225609	SAMEA7471070	1	0	0	0	0	0	0
ERR7225729	SAMEA8729379	1	0	0	0	0	0	0
ERR7225907	SAMEA8729350	1	0	1	1	0	0	0
ERR7226237	SAMEA9844533	1	0	0	1	1	0	1
ERR7226246	SAMEA9844777	1	0	0	0	0	0	0
ERR7226511	SAMEA9843878	1	0	0	1	1	0	1
ERR7226539	SAMEA9843891	1	0	1	1	0	0	1
ERR7226599	SAMEA9843907	1	0	1	0	1	0	1
ERR7226786	SAMEA9843957	1	0	0	1	1	0	1
ERR7448907	SAMEA7378771	1	0	0	0	0	0	0
ERR7448976	SAMEA7379185	0	0	0	0	0	0	0
ERR7449039	SAMEA7379208	1	0	0	0	0	0	0
ERR7449134	SAMEA7379041	1	0	0	0	0	0	0
ERR7449175	SAMEA7378952	1	0	0	1	0	0	0
ERR7449234	SAMEA7379167	1	0	0	0	0	0	0
ERR7472232	SAMEA11350835	1	0	0	0	0	0	0
ERR7472344	SAMEA11351023	1	0	0	0	0	0	0
ERR7472410	SAMEA11351021	1	0	0	1	1	0	1
ERR7472446	SAMEA11350934	1	1	0	0	1	0	0
ERR7472621	SAMEA11351110	1	1	0	0	0	0	0
ERR7568144	SAMEA7379260	1	0	0	0	0	0	0
ERR7568163	SAMEA7379471	0	0	0	0	0	0	0
ERR7569550	SAMEA7530805	1	1	0	1	1	0	1
ERR7569834	SAMEA7589343	1	0	0	1	0	0	0
ERR7598141	SAMEA11291367	1	0	0	0	0	0	0
ERR7672103	SAMEA11577441	1	0	0	1	1	0	1
ERR7734856	SAMEA7565577	1	0	1	0	0	1	0
ERR7734903	SAMEA7564816	1	0	0	1	0	0	1
ERR7735005	SAMEA7565145	1	1	0	0	0	0	0
ERR7735064	SAMEA7564835	1	0	0	1	0	0	0
ERR7735206	SAMEA7565974	1	0	0	1	0	1	1
ERR7735298	SAMEA7566152	1	0	0	1	1	0	1
ERR775490	SAMEA2609374	1	0	1	1	1	0	0
ERR775516	SAMEA2609446	1	0	0	1	1	0	1
ERR775643	SAMEA2609514	1	0	1	1	1	0	1
ERR7813833	SAMEA12009028	1	1	0	1	1	0	1
ERR7850219	SAMEA12055371	1	0	0	1	0	1	1
ERR8084972	SAMEA12365141	1	0	0	1	0	0	0
ERR8574883	SAMEA7364163	1	0	0	1	0	0	0
ERR8604487	SAMEA12940714	1	0	0	0	0	0	0
ERR8771254	SAMEA7565590	0	0	0	0	0	0	0
ERR8771346	SAMEA7565635	1	0	0	0	0	0	0
ERR8771444	SAMEA7565698	1	0	0	0	0	0	0
ERR8771769	SAMEA8262688	1	0	0	0	0	0	0
ERR8771923	SAMEA8262759	1	0	1	1	1	0	0
ERR8772015	SAMEA8262361	1	0	0	1	0	0	0
ERR8772605	SAMEA8263453	1	0	0	1	1	1	1
ERR8772985	SAMEA8263992	1	0	0	0	0	0	0
ERR8773037	SAMEA9453657	1	1	0	0	0	0	0
ERR8773134	SAMEA9453513	1	1	0	0	0	0	0
ERR8773232	SAMEA9453569	1	0	0	1	0	1	1
ERR8773360	SAMEA9453822	1	0	1	1	0	1	0
ERR8774434	SAMEA9455137	1	0	0	0	0	1	0
ERR8774622	SAMEA9455409	1	0	1	1	0	0	1
ERR8774671	SAMEA9454771	0	0	0	0	0	0	0
ERR8774711	SAMEA9455248	1	0	0	0	0	1	0
ERR8774770	SAMEA9455060	1	0	0	1	1	1	1
ERR8774857	SAMEA9455624	1	1	0	0	0	0	0
ERR8774948	SAMEA9453110	1	0	0	1	1	1	1
ERR9035496	SAMEA13206958	1	0	0	0	0	0	0
ERR9035514	SAMEA13206899	1	1	0	0	0	0	0
ERR9035532	SAMEA13206915	1	0	0	0	0	0	0
ERR9035550	SAMEA13206975	1	0	0	1	1	0	1
ERR9364542	SAMEA13609703	1	0	0	1	0	1	0
ERR985161	SAMEA3304684	1	0	0	1	1	0	1
SRR10028410	SAMN12212065	1	1	0	0	0	0	0
SRR10028416	SAMN12212093	0	0	0	0	0	0	0
SRR10094548	SAMN10249080	1	0	1	1	1	1	0
SRR10116624	SAMN12745784	1	1	0	0	0	0	0
SRR10116819	SAMN12745866	1	1	0	0	0	0	0
SRR10127104	SAMN12768887	1	0	0	1	1	0	1
SRR10160935	SAMN12419080	1	1	0	0	0	0	0
SRR10223881	SAMN12886368	1	0	0	0	0	0	0
SRR10295029	SAMN13042106	1	0	0	1	0	1	0
SRR10295070	SAMN13041971	1	0	1	1	0	1	1
SRR10432625	SAMN13264857	1	1	0	0	0	0	0
SRR10541797	SAMN13412849	1	0	0	1	0	0	1
SRR10694507	SAMN13523860	1	0	0	0	0	0	0
SRR10899221	SAMN13836073	1	0	0	1	0	0	0
SRR10905793	SAMN12250570	1	0	0	0	0	0	0
SRR10992124	SAMN12774237	1	1	0	0	0	0	0
SRR11046323	SAMN14055601	1	0	0	0	0	0	0
SRR11046671	SAMN14055359	1	0	0	1	0	0	0
SRR11267887	SAMN13829644	1	0	0	1	0	0	0
SRR11585103	SAMN14640298	1	0	0	1	1	1	1
SRR11585166	SAMN14640242	1	0	0	1	1	1	1
SRR11585201	SAMN14640210	1	0	0	1	0	1	0
SRR11622550	SAMN14649975	1	1	0	0	0	0	0
SRR11622573	SAMN14649953	1	0	0	1	0	1	0
SRR11819400	SAMN14967620	1	1	0	0	0	0	0
SRR11841824	SAMN15010540	0	1	0	0	1	0	0
SRR11992859	SAMN14851577	1	1	0	1	1	0	1
SRR11992948	SAMN14851714	1	0	1	1	1	0	0
SRR12149862	SAMN15355703	1	0	1	0	0	0	0
SRR12233388	SAMN15541398	1	0	0	0	0	0	0
SRR12233460	SAMN15541518	1	0	0	0	1	0	1
SRR12508828	SAMN15868276	1	0	0	0	0	0	0
SRR12509056	SAMN15869127	1	1	0	0	0	0	0
SRR12509295	SAMN15869110	1	1	0	0	0	0	0
SRR12509329	SAMN15869020	1	1	0	0	0	0	0
SRR12509354	SAMN15869172	1	1	0	0	0	0	0
SRR12509595	SAMN15868596	1	1	0	0	0	0	0
SRR12518025	SAMN15437748	1	0	1	1	0	0	1
SRR12569953	SAMN15813771	1	0	1	1	0	0	1
SRR12823669	SAMN10086824	1	0	0	0	0	0	0
SRR12956418	SAMN16615154	1	1	0	0	0	0	0
SRR12956649	SAMN16615362	1	1	0	0	0	0	0
SRR12956679	SAMN16615336	1	1	0	0	0	0	0
SRR13088479	SAMN16842781	1	0	1	1	1	1	1
SRR13254198	SAMN17080014	1	0	0	0	0	0	0
SRR13338360	SAMN16887368	1	1	0	0	0	0	0
SRR13356557	SAMN16721981	1	0	0	1	1	0	0
SRR13803464	SAMN18085693	1	0	0	1	0	0	1
SRR13873373	SAMN17981707	1	1	0	0	0	0	0
SRR14348107	SAMN18913848	1	0	1	1	0	0	1
SRR14402411	SAMN18976956	1	1	0	0	0	0	0
SRR14402523	SAMN18977291	1	1	0	0	0	0	0
SRR14402648	SAMN18977205	1	0	1	0	0	0	0
SRR14402733	SAMN18977129	1	1	0	0	0	0	0
SRR14402790	SAMN18977078	1	0	1	0	0	0	0
SRR14436892	SAMN19026425	1	1	0	0	0	0	0
SRR14449413	SAMN19016267	1	1	0	0	1	0	0
SRR14449708	SAMN19016087	1	1	0	1	0	0	0
SRR14449722	SAMN19016075	0	0	0	0	0	0	0
SRR14449853	SAMN19016361	1	1	0	0	1	0	0
SRR14449921	SAMN19015874	1	1	0	1	0	0	0
SRR14450084	SAMN19015911	1	1	0	1	1	0	0
SRR14450203	SAMN19016121	1	1	0	1	0	0	0
SRR14450227	SAMN19016099	1	1	0	0	0	0	1
SRR14450263	SAMN19016748	1	1	0	0	0	0	0
SRR14532145	SAMN17600250	1	1	0	0	0	0	0
SRR14532158	SAMN17600239	1	1	0	0	0	0	0
SRR14673404	SAMN18720500	1	0	0	1	0	0	0
SRR14673444	SAMN18720467	1	0	0	1	0	0	1
SRR14861762	SAMN19729984	1	0	1	1	0	0	0
SRR14861783	SAMN19729965	1	0	1	1	0	0	0
SRR15064941	SAMN20110674	1	0	0	1	0	0	1
SRR1508864	SAMN02885321	1	0	0	0	0	0	0
SRR15096628	SAMN20090369	1	1	0	1	0	0	0
SRR15569607	SAMN09266816	0	0	0	0	0	0	0
SRR1561271	SAMN02927781	1	1	0	0	0	0	0
SRR1561351	SAMN02927861	1	0	0	0	0	0	0
SRR15695555	SAMN20967397	1	0	0	1	0	1	0
SRR15695762	SAMN20966920	1	1	0	1	1	0	1
SRR15695766	SAMN20966916	1	0	1	0	1	0	0
SRR15695828	SAMN20966839	1	1	0	0	0	0	0
SRR16315031	SAMN22245583	1	1	0	1	1	0	1
SRR16761269	SAMN22863590	1	1	0	0	0	0	0
SRR16962736	SAMN23040606	1	0	1	1	1	0	1
SRR17095225	SAMN23563147	1	0	0	0	0	0	0
SRR17179145	SAMN23768736	0	0	0	1	1	0	1
SRR17179159	SAMN23768650	0	0	0	1	1	0	1
SRR17273918	SAMN24219486	1	0	0	0	0	0	0
SRR17302082	SAMN24018889	1	1	0	0	0	0	0
SRR17302090	SAMN24018882	1	0	1	1	1	0	0
SRR17302548	SAMN24019565	1	1	0	0	1	0	0
SRR17302667	SAMN24019616	1	0	0	0	0	1	0
SRR17302750	SAMN24019397	1	0	1	1	0	1	1
SRR17302796	SAMN24019767	1	1	0	0	0	0	0
SRR17303645	SAMN24020909	0	0	1	1	0	1	0
SRR17303709	SAMN24020735	1	0	0	1	1	1	1
SRR17308710	SAMN24296989	1	0	0	1	0	1	0
SRR17308831	SAMN24297313	1	0	1	1	0	0	1
SRR17308899	SAMN24297078	1	1	0	0	0	0	0
SRR17431315	SAMN16614930	1	0	0	0	0	0	0
SRR17644255	SAMN25041886	0	0	0	0	0	0	0
SRR17644415	SAMN25041673	0	0	0	0	0	0	0
SRR17830945	SAMN25345077	1	1	0	0	1	0	1
SRR17883848	SAMN25649702	1	0	0	1	1	0	0
SRR17930996	SAMN25722281	1	0	0	1	0	0	0
SRR17931000	SAMN25722233	1	0	0	1	0	0	1
SRR18030982	SAMN25989868	1	1	0	0	0	0	0
SRR18031305	SAMN25988973	0	1	0	0	0	0	0
SRR18031400	SAMN25989227	0	1	0	0	1	0	0
SRR18031424	SAMN25989251	1	1	0	0	1	0	1
SRR18175575	SAMN26101503	1	0	0	0	1	0	0
SRR18207241	SAMN26366852	0	0	0	0	0	0	0
SRR18208967	SAMN26369210	1	0	0	0	0	0	0
SRR18212576	SAMN26417553	1	0	0	1	1	0	0
SRR18392458	SAMN26816069	1	0	0	0	0	0	0
SRR18440450	SAMN26764850	1	0	0	1	1	1	0
SRR18543899	SAMN13382577	1	0	0	0	0	0	0
SRR18729528	SAMN27533655	1	1	0	0	0	0	0
SRR18729641	SAMN27533639	1	1	0	0	0	0	0
SRR18850301	SAMN27652060	1	0	0	1	0	1	1
SRR18982284	SAMN26976390	1	0	0	0	0	0	0
SRR19090190	SAMN26976479	0	0	0	0	0	0	0
SRR19090226	SAMN26976449	1	0	0	0	0	0	0
SRR19213030	SAMN28404998	1	0	0	1	0	0	0
SRR19309896	SAMN28546396	1	1	0	1	0	0	0
SRR19372445	SAMN28626277	1	0	0	0	0	0	0
SRR19441568	SAMN28743183	1	0	0	0	0	0	0
SRR19442273	SAMN28744039	1	0	0	0	0	0	0
SRR19561323	SAMN28668495	1	0	0	1	0	0	0
SRR19561786	SAMN28669163	1	0	0	0	1	0	0
SRR19743694	SAMN29188075	1	0	1	0	1	0	1
SRR19743826	SAMN29188386	1	0	1	0	0	0	0
SRR19743962	SAMN29188136	1	0	1	1	0	1	0
SRR19743980	SAMN29188120	1	0	1	1	0	1	0
SRR19880610	SAMN29395237	1	1	0	0	0	0	0
SRR2033759	SAMN03657215	1	1	0	0	0	0	0
SRR20340962	SAMN29869125	1	1	0	0	0	0	0
SRR2070616	SAMN03777133	1	1	0	1	0	0	0
SRR2098680	SAMN03853206	1	0	0	0	0	0	0
SRR20994942	SAMN29503585	1	1	0	0	0	0	0
SRR21078807	SAMN30333499	1	1	0	0	0	0	0
SRR21595880	SAMN30861811	1	1	0	0	0	0	0
SRR21812736	SAMN31157677	1	1	0	0	0	0	0
SRR21822753	SAMN31181389	1	0	1	1	0	0	1
SRR21884238	SAMN31262960	1	1	0	0	0	0	0
SRR21884273	SAMN31262928	0	0	0	0	0	0	0
SRR22352318	SAMN31807513	1	0	1	1	0	1	1
SRR2244252	SAMN04011434	1	0	1	1	0	0	1
SRR22996254	SAMN32610113	1	0	0	1	0	1	1
