accession	layout	r1_url	r2_url
ERR025644	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025644/ERR025644_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025644/ERR025644_2.fastq.gz
ERR025646	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025646/ERR025646_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025646/ERR025646_2.fastq.gz
ERR025647	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025647/ERR025647_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025647/ERR025647_2.fastq.gz
ERR025651	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025651/ERR025651_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025651/ERR025651_2.fastq.gz
ERR025653	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025653/ERR025653_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025653/ERR025653_2.fastq.gz
ERR025658	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025658/ERR025658_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025658/ERR025658_2.fastq.gz
ERR025659	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025659/ERR025659_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025659/ERR025659_2.fastq.gz
ERR025661	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025661/ERR025661_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025661/ERR025661_2.fastq.gz
ERR025664	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025664/ERR025664_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025664/ERR025664_2.fastq.gz
ERR025668	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025668/ERR025668_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025668/ERR025668_2.fastq.gz
ERR025679	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025679/ERR025679_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025679/ERR025679_2.fastq.gz
ERR025981	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025981/ERR025981_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025981/ERR025981_2.fastq.gz
ERR025986	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025986/ERR025986_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025986/ERR025986_2.fastq.gz
ERR025998	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025998/ERR025998_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR025/ERR025998/ERR025998_2.fastq.gz
ERR10016582	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/082/ERR10016582/ERR10016582_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/082/ERR10016582/ERR10016582_2.fastq.gz
ERR10016620	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/020/ERR10016620/ERR10016620_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/020/ERR10016620/ERR10016620_2.fastq.gz
ERR10016636	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/036/ERR10016636/ERR10016636_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/036/ERR10016636/ERR10016636_2.fastq.gz
ERR10016641	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/041/ERR10016641/ERR10016641_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/041/ERR10016641/ERR10016641_2.fastq.gz
ERR10016665	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/065/ERR10016665/ERR10016665_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/065/ERR10016665/ERR10016665_2.fastq.gz
ERR10016666	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/066/ERR10016666/ERR10016666_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/066/ERR10016666/ERR10016666_2.fastq.gz
ERR10016684	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/084/ERR10016684/ERR10016684_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/084/ERR10016684/ERR10016684_2.fastq.gz
ERR10016688	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/088/ERR10016688/ERR10016688_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/088/ERR10016688/ERR10016688_2.fastq.gz
ERR10016699	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/099/ERR10016699/ERR10016699_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/099/ERR10016699/ERR10016699_2.fastq.gz
ERR10017972	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/072/ERR10017972/ERR10017972_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/072/ERR10017972/ERR10017972_2.fastq.gz
ERR10019338	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/038/ERR10019338/ERR10019338_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/038/ERR10019338/ERR10019338_2.fastq.gz
ERR10030657	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/057/ERR10030657/ERR10030657_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/057/ERR10030657/ERR10030657_2.fastq.gz
ERR10030691	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/091/ERR10030691/ERR10030691_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/091/ERR10030691/ERR10030691_2.fastq.gz
ERR10030697	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10030697/ERR10030697_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/097/ERR10030697/ERR10030697_2.fastq.gz
ERR10030712	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/012/ERR10030712/ERR10030712_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/012/ERR10030712/ERR10030712_2.fastq.gz
ERR10030721	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/021/ERR10030721/ERR10030721_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/021/ERR10030721/ERR10030721_2.fastq.gz
ERR10030723	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/023/ERR10030723/ERR10030723_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/023/ERR10030723/ERR10030723_2.fastq.gz
ERR10030738	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/038/ERR10030738/ERR10030738_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/038/ERR10030738/ERR10030738_2.fastq.gz
ERR10030753	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/053/ERR10030753/ERR10030753_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/053/ERR10030753/ERR10030753_2.fastq.gz
ERR10030755	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/055/ERR10030755/ERR10030755_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/055/ERR10030755/ERR10030755_2.fastq.gz
ERR10030757	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/057/ERR10030757/ERR10030757_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/057/ERR10030757/ERR10030757_2.fastq.gz
ERR10030769	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/069/ERR10030769/ERR10030769_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/069/ERR10030769/ERR10030769_2.fastq.gz
ERR10030815	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/015/ERR10030815/ERR10030815_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/015/ERR10030815/ERR10030815_2.fastq.gz
ERR10030818	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10030818/ERR10030818_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/018/ERR10030818/ERR10030818_2.fastq.gz
ERR10030839	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/039/ERR10030839/ERR10030839_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/039/ERR10030839/ERR10030839_2.fastq.gz
ERR10030842	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/042/ERR10030842/ERR10030842_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/042/ERR10030842/ERR10030842_2.fastq.gz
ERR10030844	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/044/ERR10030844/ERR10030844_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/044/ERR10030844/ERR10030844_2.fastq.gz
ERR10030855	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/055/ERR10030855/ERR10030855_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/055/ERR10030855/ERR10030855_2.fastq.gz
ERR10030858	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/058/ERR10030858/ERR10030858_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/058/ERR10030858/ERR10030858_2.fastq.gz
ERR10030865	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/065/ERR10030865/ERR10030865_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/065/ERR10030865/ERR10030865_2.fastq.gz
ERR10030868	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/068/ERR10030868/ERR10030868_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/068/ERR10030868/ERR10030868_2.fastq.gz
ERR10030879	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/079/ERR10030879/ERR10030879_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/079/ERR10030879/ERR10030879_2.fastq.gz
ERR10030883	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/083/ERR10030883/ERR10030883_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/083/ERR10030883/ERR10030883_2.fastq.gz
ERR10030888	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/088/ERR10030888/ERR10030888_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/088/ERR10030888/ERR10030888_2.fastq.gz
ERR10030890	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/090/ERR10030890/ERR10030890_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/090/ERR10030890/ERR10030890_2.fastq.gz
ERR10030893	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/093/ERR10030893/ERR10030893_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/093/ERR10030893/ERR10030893_2.fastq.gz
ERR10030895	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/095/ERR10030895/ERR10030895_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/095/ERR10030895/ERR10030895_2.fastq.gz
ERR10030898	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/098/ERR10030898/ERR10030898_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/098/ERR10030898/ERR10030898_2.fastq.gz
ERR10030913	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/013/ERR10030913/ERR10030913_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/013/ERR10030913/ERR10030913_2.fastq.gz
ERR10030915	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/015/ERR10030915/ERR10030915_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/015/ERR10030915/ERR10030915_2.fastq.gz
ERR10030962	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/062/ERR10030962/ERR10030962_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/062/ERR10030962/ERR10030962_2.fastq.gz
ERR10030964	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/064/ERR10030964/ERR10030964_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/064/ERR10030964/ERR10030964_2.fastq.gz
ERR10030967	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/067/ERR10030967/ERR10030967_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/067/ERR10030967/ERR10030967_2.fastq.gz
ERR10030983	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/083/ERR10030983/ERR10030983_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/083/ERR10030983/ERR10030983_2.fastq.gz
ERR10030996	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/096/ERR10030996/ERR10030996_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/096/ERR10030996/ERR10030996_2.fastq.gz
ERR10031011	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/011/ERR10031011/ERR10031011_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/011/ERR10031011/ERR10031011_2.fastq.gz
ERR10031012	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/012/ERR10031012/ERR10031012_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/012/ERR10031012/ERR10031012_2.fastq.gz
ERR10031023	PAIRED	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/023/ERR10031023/ERR10031023_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR100/023/ERR10031023/ERR10031023_2.fastq.gz
